기관명,주소,과정명,회차,직종,훈련유형,개강일,종강일,훈련시간,모집인원,수강신청인원,수강확정인원,평균 인원,전회차 인원,만족도_평균점수,만족도_응답자수,6개월후_취업률_퍼센트,6개월후_취업률_기준인원
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,2회차,인프라스트럭쳐아키텍처구축(20010213),K-디지털 트레이닝,2022-09-01,2023-03-03,1000,30,30,30,20.5,19,92.5,24,44.4,27
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,3회차,인프라스트럭쳐아키텍처구축(20010213),K-디지털 트레이닝,2022-10-11,2023-04-10,1000,30,25,25,20.5,30,90.5,19,45.5,22
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,4회차,인프라스트럭쳐아키텍처구축(20010213),K-디지털 트레이닝,2022-10-31,2023-04-27,1000,30,18,18,20.5,25,90,16,71.4,14
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,5회차,인프라스트럭쳐아키텍처구축(20010213),K-디지털 트레이닝,2023-02-20,2023-08-21,1000,30,15,15,20.5,18,87.6,15,55.6,9
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,6회차,인프라스트럭쳐아키텍처구축(20010213),K-디지털 트레이닝,2023-03-13,2023-09-12,1000,30,23,23,20.5,15,89.1,21,40.0,20
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,7회차,인프라스트럭쳐아키텍처구축(20010213),K-디지털 트레이닝,2023-05-02,2023-11-06,1000,30,20,20,20.5,23,88.7,19,27.8,18
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,자바(Java)기반 컨테이너 애플리케이션 가상화를 통한 Cloud Office 구축 프로젝트 과정,8회차,인프라스트럭쳐아키텍처구축(20010213),K-디지털 트레이닝,2023-12-26,2024-07-01,1000,30,14,14,20.5,20,77.6,14,25.0,12
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,1회차,빅데이터분석(20010105),K-디지털 트레이닝,2021-10-26,2022-05-04,960,30,24,24,24.0,해당 정보 없음,72.9,17,93.4,15
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,2회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-03-02,2022-08-23,960,30,22,22,24.0,24,92.6,19,63.2,19
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,3회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-05-06,2022-10-31,960,30,28,28,24.0,22,90.4,25,64.0,25
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,4회차,빅데이터분석(20010105),K-디지털 트레이닝,2022-09-19,2023-03-10,960,30,23,23,24.0,28,83.2,19,57.9,19
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,5회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-02-21,2023-08-16,960,30,30,30,24.0,23,85.7,26,47.8,23
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,6회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-05-23,2023-11-16,960,30,28,29,24.0,30,46.9,21,43.8,16
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,7회차,빅데이터분석(20010105),K-디지털 트레이닝,2023-08-22,2024-02-21,960,30,21,21,24.0,29,62.2,14,50.0,10
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,8회차,빅데이터분석(20010105),K-디지털 트레이닝,2024-01-23,2024-07-19,960,30,25,25,24.0,21,88,25,63.6,22
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,9회차,빅데이터분석(20010105),K-디지털 트레이닝,2024-02-19,2024-08-23,960,30,30,30,24.0,25,100,23,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,10회차,빅데이터분석(20010105),K-디지털 트레이닝,2024-04-02,2024-10-02,960,30,17,16,24.0,30,81.3,13,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,11회차,빅데이터분석(20010105),K-디지털 트레이닝,2024-07-23,2025-01-20,960,30,18,18,24.0,16,100,5,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,12회차,빅데이터분석(20010105),K-디지털 트레이닝,2024-07-23,2025-03-05,960,30,22,22,24.0,18,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2021-10-29,2022-01-27,640,60,60,60,72.91,해당 정보 없음,87.3,52,52.0,50
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,2회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2021-10-29,2022-01-27,640,60,60,60,72.91,60,86.2,52,47.2,53
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2022-03-28,2022-08-01,640,70,70,70,72.91,60,95.2,66,52.4,63
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,4회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2022-08-29,2023-01-06,640,100,100,100,72.91,70,97.3,98,49.5,97
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,5회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2022-11-28,2023-03-29,640,110,110,110,72.91,100,89.9,103,35.1,94
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,6회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-02-27,2023-06-30,640,110,99,99,72.91,110,95.9,97,31.5,89
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,7회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-05-24,2023-09-26,640,110,71,71,72.91,99,89.1,64,30.8,52
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,8회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-07-03,2023-11-10,640,110,88,88,72.91,71,88.2,86,40.3,77
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,9회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-10-23,2024-03-15,640,110,44,44,72.91,88,94.8,44,44.1,34
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,10회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-12-04,2024-04-26,640,110,40,40,72.91,44,91.5,37,58.8,34
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,11회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-04-22,2024-09-25,640,110,60,60,72.91,40,86.3,48,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
에이아이아카데미학원,(06134) 서울특별시 강남구 역삼동 강남대로94길 20 삼오빌딩 7층,클라우드기반 AI 서비스 개발자 양성과정,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2022-06-27,2022-12-23,992,30,19,19,11.83,해당 정보 없음,95,12,100.0,12
에이아이아카데미학원,(06134) 서울특별시 강남구 역삼동 강남대로94길 20 삼오빌딩 7층,클라우드기반 AI 서비스 개발자 양성과정,2회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2022-10-17,2023-04-11,992,30,12,12,11.83,19,90,4,75.0,8
에이아이아카데미학원,(06134) 서울특별시 강남구 역삼동 강남대로94길 20 삼오빌딩 7층,클라우드기반 AI 서비스 개발자 양성과정,3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-02-27,2023-08-25,992,30,17,17,11.83,12,90.5,9,90.0,10
에이아이아카데미학원,(06134) 서울특별시 강남구 역삼동 강남대로94길 20 삼오빌딩 7층,클라우드기반 AI 서비스 개발자 양성과정,4회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2023-12-28,2024-06-28,992,30,12,12,11.83,17,96.1,11,81.8,11
에이아이아카데미학원,(06134) 서울특별시 강남구 역삼동 강남대로94길 20 삼오빌딩 7층,클라우드기반 AI 서비스 개발자 양성과정,5회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-09,2025-01-08,992,30,11,11,11.83,12,100,11,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
에이아이아카데미학원,(06134) 서울특별시 강남구 역삼동 강남대로94길 20 삼오빌딩 7층,클라우드기반 AI 서비스 개발자 양성과정,6회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-07-01,992,30,0,0,11.83,11,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
